index,customerID,tenure,MonthlyCharges,TotalCharges,ChurnID,gender,SeniorCitizen,Partner,Dependents,Contract,PaperlessBilling,PaymentMethod,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies
2737,3893-JRNFS,68,39.9,2796.35,1,Male,0,No,No,Month-to-month,Yes,Bank transfer (automatic),No,No phone service,DSL,No,No,Yes,No,No,Yes
2738,3896-RCYYE,67,53.4,3579.15,1,Female,0,No,No,Month-to-month,Yes,Credit card (automatic),No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes
2739,3896-ZVNET,24,24.7,571.75,1,Female,0,Yes,Yes,Two year,No,Mailed check,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2740,3898-BSJYF,10,73.55,693.3,1,Female,0,No,Yes,One year,No,Credit card (automatic),Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes
2741,3898-GUYTS,45,97.05,4385.05,1,Female,1,No,No,Month-to-month,Yes,Electronic check,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No
2742,3900-AQPHZ,1,19.9,19.9,2,Female,0,No,No,Month-to-month,No,Mailed check,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2743,3902-FOIGH,12,101.35,1218.55,2,Male,1,Yes,No,Month-to-month,Yes,Electronic check,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
2744,3902-MIVLE,63,75.7,4676.7,1,Male,0,Yes,Yes,Two year,No,Mailed check,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes
2745,3904-UKFRE,4,80.1,336.15,1,Male,0,No,No,Month-to-month,Yes,Electronic check,Yes,Yes,Fiber optic,Yes,No,No,No,No,No
2746,3908-BLSYF,6,83.9,497.55,2,Female,0,No,No,Month-to-month,No,Electronic check,Yes,No,Fiber optic,No,No,Yes,No,No,Yes
2747,3908-MKIMJ,68,41.95,2965.75,1,Male,1,Yes,No,Two year,Yes,Electronic check,No,No phone service,DSL,Yes,Yes,Yes,No,No,No
2748,3910-MRQOY,72,19.4,1496.45,1,Female,0,Yes,No,Two year,No,Bank transfer (automatic),Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2749,3911-RSNHI,71,61.4,4310.35,1,Female,0,Yes,No,Two year,Yes,Credit card (automatic),No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes
2750,3913-FCUUW,72,70.45,5165.7,1,Female,0,Yes,Yes,Two year,Yes,Bank transfer (automatic),Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No
2751,3913-RDSJZ,64,25.55,1714.95,1,Female,0,Yes,No,Two year,No,Mailed check,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2752,3914-FDRHP,9,86.25,770.5,1,Male,0,No,No,Month-to-month,No,Electronic check,Yes,No,Fiber optic,No,No,No,Yes,Yes,No
2753,3915-ODIYG,60,71.75,4374.55,1,Male,1,No,No,One year,Yes,Electronic check,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes
2754,3916-NRPAP,3,85.7,256.75,1,Male,0,No,No,Month-to-month,No,Credit card (automatic),Yes,No,Fiber optic,No,No,Yes,No,No,Yes
2755,3920-HIHMQ,26,49.5,1265.65,1,Female,0,No,Yes,Month-to-month,Yes,Mailed check,Yes,Yes,DSL,No,No,No,No,No,No
2756,3923-CSIHK,50,71.05,3444.85,2,Female,1,Yes,No,Month-to-month,Yes,Electronic check,Yes,No,Fiber optic,No,No,No,No,No,No
2757,3926-CUQZX,1,45.1,45.1,2,Male,0,No,No,Month-to-month,Yes,Bank transfer (automatic),Yes,No,DSL,No,No,No,No,No,No
2758,3926-YZVVX,41,50.05,2029.05,1,Female,0,No,No,One year,No,Bank transfer (automatic),Yes,No,DSL,No,No,No,Yes,No,No
2759,3927-NLNRY,53,94.25,4867.95,2,Male,0,Yes,No,One year,Yes,Bank transfer (automatic),Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes
2760,3930-ZGWVE,1,19.75,19.75,1,Male,0,No,No,Month-to-month,No,Mailed check,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2761,3932-CMDTD,4,105.65,443.9,2,Female,0,No,No,One year,Yes,Electronic check,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
2762,3932-IJWDZ,45,103.65,4747.85,1,Male,0,No,No,Month-to-month,Yes,Bank transfer (automatic),Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
2763,3933-DQPWX,50,39.7,1932.75,1,Female,0,No,No,Two year,No,Credit card (automatic),No,No phone service,DSL,No,Yes,Yes,Yes,No,No
2764,3934-HXCFZ,23,99.25,2186.4,2,Male,0,Yes,No,Month-to-month,Yes,Electronic check,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No
2765,3935-TBRZZ,44,25.7,1110.5,1,Male,0,Yes,Yes,One year,No,Mailed check,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2766,3936-QQFLL,2,19.75,39.3,1,Male,0,No,No,Month-to-month,No,Mailed check,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2767,3938-YFPXD,72,84.3,5997.1,1,Male,0,No,No,Two year,No,Credit card (automatic),Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
2768,3941-XTSKM,42,45.1,2049.05,1,Male,0,Yes,Yes,One year,Yes,Credit card (automatic),No,No phone service,DSL,No,Yes,Yes,No,No,Yes
2769,3943-KDREE,26,74.95,1834.95,2,Female,0,No,No,Month-to-month,Yes,Bank transfer (automatic),Yes,Yes,Fiber optic,No,No,No,No,No,No
2770,3945-GFWQL,12,44.55,480.6,2,Female,0,No,Yes,Month-to-month,Yes,Electronic check,Yes,No,DSL,No,No,No,No,No,No
2771,3946-JEWRQ,47,95.2,4563,1,Male,0,Yes,No,One year,Yes,Credit card (automatic),Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
2772,3946-MHCZW,1,50.9,50.9,2,Male,0,No,No,Month-to-month,No,Mailed check,Yes,No,DSL,No,No,Yes,No,No,No
2773,3948-FVVRP,9,54.8,452.8,1,Male,0,Yes,Yes,Month-to-month,No,Mailed check,Yes,No,DSL,No,Yes,No,Yes,No,No
2774,3948-KXDUF,66,68.75,4447.55,1,Male,0,No,No,Two year,No,Bank transfer (automatic),Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No
2775,3948-XHGNA,24,49.55,1210.4,2,Male,0,No,No,Month-to-month,Yes,Bank transfer (automatic),Yes,No,DSL,Yes,No,No,No,No,No
2776,3950-VPYJB,57,59.6,3509.4,1,Male,0,Yes,Yes,One year,No,Mailed check,Yes,No,DSL,Yes,Yes,No,Yes,No,No
2777,3951-NJCVI,42,95.05,3944.5,1,Female,1,Yes,No,Month-to-month,Yes,Electronic check,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
2778,3955-JBZZM,20,78.8,1641.3,1,Male,0,No,No,Month-to-month,No,Electronic check,Yes,No,Fiber optic,No,No,No,No,Yes,No
2779,3956-CJUST,23,75.4,1643.55,1,Female,1,No,No,Month-to-month,Yes,Bank transfer (automatic),Yes,No,Fiber optic,Yes,No,No,No,No,No
2780,3956-MGXOG,28,80.6,2244.95,1,Female,0,No,No,Month-to-month,Yes,Electronic check,Yes,No,Fiber optic,No,No,No,No,No,Yes
2781,3957-HHLMR,70,65.2,4543.15,1,Female,0,Yes,Yes,One year,No,Bank transfer (automatic),Yes,Yes,DSL,Yes,No,No,No,No,Yes
2782,3957-LXOLK,28,106.15,3152.5,2,Female,1,No,No,Month-to-month,Yes,Electronic check,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
2783,3957-SQXML,34,24.95,894.3,1,Female,0,Yes,Yes,Two year,No,Credit card (automatic),Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2784,3961-SXAXY,1,44.05,44.05,1,Male,0,No,No,Month-to-month,Yes,Bank transfer (automatic),Yes,No,DSL,No,No,No,No,No,No
2785,3963-RYFNS,72,116.45,8013.55,1,Female,0,No,No,Two year,Yes,Bank transfer (automatic),Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
2786,3966-HRMZA,3,75.05,202.9,1,Female,1,No,No,Month-to-month,No,Mailed check,Yes,No,Fiber optic,No,No,Yes,No,No,No
2787,3967-KXAPS,72,92.3,6719.9,1,Male,0,Yes,No,Two year,No,Credit card (automatic),Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
2788,3967-VQOGC,67,24.9,1680.25,1,Female,0,Yes,Yes,Two year,Yes,Mailed check,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2789,3969-GYXEL,11,76.4,838.7,1,Female,0,No,No,Month-to-month,No,Electronic check,Yes,No,Fiber optic,Yes,No,No,No,No,No
2790,3969-JQABI,58,65.25,3791.6,1,Female,0,Yes,No,Month-to-month,Yes,Credit card (automatic),Yes,No,DSL,Yes,Yes,No,No,Yes,No
2791,3970-XGJDU,62,19.2,1123.65,1,Female,0,No,No,Two year,Yes,Credit card (automatic),Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2792,3973-SKMLN,71,19.9,1355.1,1,Male,0,No,No,Two year,Yes,Credit card (automatic),Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2793,3976-BWUCK,30,94.1,2804.45,2,Female,0,Yes,No,Month-to-month,Yes,Credit card (automatic),Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No
2794,3976-HXHCE,72,19.3,1414.8,1,Male,0,No,No,Two year,No,Bank transfer (automatic),Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2795,3976-NLDEZ,1,20.6,20.6,1,Male,0,No,No,Month-to-month,No,Mailed check,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2796,3977-QCRSL,5,20.15,117.95,1,Female,0,No,No,Month-to-month,No,Mailed check,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2797,3978-YNKDD,19,20.85,467.5,1,Male,0,No,Yes,Two year,No,Credit card (automatic),Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2798,3981-QSVQI,8,19.7,168.9,1,Male,0,No,No,Month-to-month,Yes,Bank transfer (automatic),Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2799,3982-DQLUS,65,85.75,5688.45,1,Male,1,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No
2800,3982-JGSFD,36,20.35,695.85,1,Male,0,No,No,One year,Yes,Credit card (automatic),Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2801,3982-XWFZQ,42,50.25,2203.65,2,Female,0,Yes,No,Month-to-month,Yes,Electronic check,Yes,Yes,DSL,No,No,No,No,No,No
2802,3985-HOYPM,26,19.4,525.55,1,Male,0,No,No,One year,No,Mailed check,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2803,3987-KQDDU,9,75.6,661.55,1,Male,0,No,No,Month-to-month,No,Electronic check,Yes,No,Fiber optic,Yes,No,No,No,No,No
2804,3988-RQIXO,1,91.3,91.3,2,Female,1,No,No,Month-to-month,Yes,Electronic check,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
2805,3990-QYKBE,37,92.5,3473.4,2,Male,1,Yes,No,Month-to-month,Yes,Electronic check,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
2806,3992-YWPKO,6,109.9,669.45,2,Female,0,No,No,Month-to-month,Yes,Credit card (automatic),Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
2807,3995-WFCSM,2,60.85,111.4,1,Female,0,No,No,Month-to-month,No,Electronic check,Yes,No,DSL,No,No,Yes,No,No,Yes
2808,3996-ZNWYK,71,19.8,1388.45,1,Male,1,Yes,Yes,Two year,No,Credit card (automatic),Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2809,3999-QGRJH,8,69.7,560.85,2,Male,1,No,No,Month-to-month,Yes,Electronic check,Yes,No,Fiber optic,No,No,No,No,No,No
2810,3999-WRNGR,60,49.75,3069.45,1,Female,0,Yes,Yes,Month-to-month,Yes,Electronic check,No,No phone service,DSL,No,Yes,No,No,Yes,Yes
2811,4000-VGMQP,38,78.95,2862.55,1,Male,0,Yes,Yes,One year,No,Credit card (automatic),Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes
2812,4001-TSBTV,58,91.55,5511.65,1,Female,0,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No
2813,4002-BQWPQ,25,81.75,2028.8,1,Male,0,No,No,Month-to-month,No,Bank transfer (automatic),Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes
2814,4003-FUSHP,19,61.55,1093.2,1,Male,0,No,No,Month-to-month,Yes,Credit card (automatic),Yes,No,DSL,No,No,No,Yes,Yes,No
2815,4003-OCTMP,31,64,1910.75,1,Female,0,Yes,No,One year,Yes,Electronic check,Yes,No,DSL,Yes,No,No,Yes,No,Yes
2816,4006-HKYHO,63,86.7,5309.5,1,Male,0,No,No,Two year,Yes,Bank transfer (automatic),Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes
2817,4007-NHVHI,56,96.85,5219.65,1,Female,1,No,No,Month-to-month,Yes,Electronic check,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes
2818,4009-ALQFH,25,99.5,2369.05,2,Female,0,No,No,Month-to-month,Yes,Electronic check,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes
2819,4010-YLMVT,56,106.6,5893.95,1,Female,0,No,No,Month-to-month,Yes,Credit card (automatic),Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes
2820,4011-ARPHK,27,50.35,1411.35,1,Male,0,No,No,Month-to-month,No,Mailed check,Yes,No,DSL,Yes,No,No,No,No,No
2821,4012-YCFAI,60,61.35,3766.2,1,Male,0,Yes,No,Two year,Yes,Mailed check,Yes,No,DSL,Yes,Yes,No,Yes,No,No
2822,4012-ZTHBR,21,44.95,926.25,1,Female,0,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,No,DSL,No,No,No,No,No,No
2823,4013-GUXND,1,20.8,20.8,1,Male,0,No,No,Month-to-month,No,Mailed check,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2824,4013-TLDHQ,19,78.25,1490.95,2,Male,0,No,No,Month-to-month,Yes,Electronic check,Yes,No,Fiber optic,No,Yes,Yes,No,No,No
2825,4013-UBXWQ,7,74.65,521.1,2,Female,0,No,No,Month-to-month,Yes,Electronic check,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes
2826,4016-BJKTZ,25,108.9,2809.05,1,Female,0,No,No,Two year,No,Electronic check,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
2827,4018-KJYUY,22,20.15,432.5,1,Male,0,No,Yes,Month-to-month,No,Credit card (automatic),Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2828,4018-PPNDW,61,24.1,1551.6,1,Female,0,Yes,Yes,Two year,Yes,Mailed check,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2829,4020-KIUDI,6,19.85,138.85,1,Male,0,Yes,Yes,Month-to-month,No,Credit card (automatic),Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2830,4021-RQSNY,29,98.5,3004.15,2,Male,1,Yes,No,Month-to-month,Yes,Electronic check,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
2831,4023-RTIQM,31,50.4,1580.1,1,Female,1,Yes,No,One year,Yes,Credit card (automatic),No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes
2832,4024-CSNBY,72,94.25,6849.75,1,Female,0,Yes,No,Two year,Yes,Bank transfer (automatic),Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No
2833,4026-SKKHW,3,50.25,152.3,1,Male,0,No,No,Month-to-month,Yes,Mailed check,Yes,No,DSL,No,No,No,Yes,No,No
2834,4029-HPFVY,3,70.3,220.4,1,Male,0,No,No,Month-to-month,Yes,Mailed check,Yes,No,Fiber optic,No,No,No,No,No,No
2835,4030-VPZBD,2,30.9,59.05,2,Female,0,No,No,Month-to-month,Yes,Electronic check,No,No phone service,DSL,No,No,No,Yes,No,No
2836,4032-RMHCI,41,35.4,1412.4,1,Female,0,Yes,Yes,One year,No,Credit card (automatic),No,No phone service,DSL,Yes,No,Yes,No,No,No
2837,4039-HEUNW,36,96.5,3436.1,2,Male,1,Yes,No,Month-to-month,Yes,Electronic check,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
2838,4039-PIMHX,49,49.8,2398.4,1,Male,1,Yes,No,Two year,No,Mailed check,Yes,No,DSL,No,Yes,No,No,No,No
2839,4043-MKDTV,71,105.25,7291.75,1,Male,0,Yes,No,Two year,Yes,Electronic check,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
2840,4049-ZPALD,64,99,6375.8,1,Female,0,Yes,No,Two year,Yes,Bank transfer (automatic),Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes
2841,4054-CUMIA,18,20.25,401.95,1,Female,0,Yes,Yes,Month-to-month,Yes,Mailed check,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2842,4056-QHXHZ,72,107.45,7576.7,1,Female,0,Yes,Yes,Two year,No,Mailed check,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
2843,4057-FKCZK,58,82.5,4828.05,1,Male,0,Yes,Yes,Two year,No,Bank transfer (automatic),Yes,Yes,Fiber optic,No,No,No,No,Yes,No
2844,4059-IIEBK,7,78.55,522.95,1,Female,0,No,No,Month-to-month,Yes,Bank transfer (automatic),Yes,Yes,Fiber optic,No,Yes,No,No,No,No
2845,4060-LDNLU,7,96.2,639.7,1,Male,0,No,No,Month-to-month,No,Electronic check,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
2846,4061-UKJWL,3,45.45,141.7,1,Male,0,No,No,Month-to-month,No,Mailed check,Yes,No,DSL,No,No,No,No,No,No
2847,4062-HBMOS,52,103.05,5364.8,1,Male,0,No,No,Month-to-month,Yes,Electronic check,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
2848,4063-EIKNQ,11,20.95,267.35,1,Male,0,Yes,Yes,Month-to-month,No,Bank transfer (automatic),Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2849,4065-JJAVA,1,49.5,49.5,1,Female,0,No,No,Month-to-month,No,Electronic check,Yes,No,DSL,No,Yes,No,No,No,No
2850,4067-HLYQI,33,70.4,2406.1,1,Female,0,No,No,Month-to-month,Yes,Bank transfer (automatic),Yes,No,Fiber optic,No,No,No,No,No,No
2851,4070-OKWVH,52,94.6,5025.8,1,Female,0,Yes,No,Month-to-month,No,Bank transfer (automatic),Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No
2852,4072-IPYLT,36,51.05,1815,1,Female,0,Yes,Yes,Month-to-month,No,Credit card (automatic),Yes,No,DSL,Yes,No,No,No,No,No
2853,4074-SJFFA,1,54.75,54.75,2,Female,0,No,No,Month-to-month,Yes,Mailed check,Yes,No,DSL,No,No,No,No,No,Yes
2854,4075-JFPGR,51,93.5,4619.55,1,Female,0,Yes,No,One year,Yes,Electronic check,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No
2855,4075-WKNIU,0,73.35,2283.300441,1,Female,0,Yes,Yes,Two year,No,Mailed check,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No
2856,4077-CROMM,31,104.2,3243.45,2,Female,0,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
2857,4077-HWUYD,72,87.55,6463.15,1,Male,0,Yes,Yes,Two year,Yes,Bank transfer (automatic),Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
2858,4078-SAYYN,11,100.75,1129.75,2,Female,0,No,No,Month-to-month,Yes,Electronic check,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
2859,4079-ULGFR,16,20,275.7,1,Male,0,No,No,Month-to-month,No,Mailed check,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2860,4079-VTGLK,30,74.85,2181.75,1,Male,1,Yes,No,Two year,No,Electronic check,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes
2861,4079-WWQQQ,72,65.55,4807.45,1,Male,0,No,No,Two year,Yes,Bank transfer (automatic),No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes
2862,4080-IIARD,13,76.2,981.45,1,Female,0,Yes,No,Month-to-month,Yes,Electronic check,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No
2863,4080-OGPJL,8,71.15,563.65,2,Female,0,No,No,Month-to-month,No,Electronic check,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes
2864,4081-DYXAV,19,44.85,893.55,2,Female,0,No,No,One year,Yes,Credit card (automatic),No,No phone service,DSL,No,No,No,No,Yes,Yes
2865,4083-BFNYK,38,95,3591.25,1,Female,1,Yes,No,One year,No,Credit card (automatic),Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes
2866,4083-EUGRJ,9,20.25,178.5,2,Male,0,No,No,Month-to-month,No,Mailed check,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2867,4086-ATNFV,34,60.8,2042.05,1,Female,0,Yes,Yes,One year,Yes,Mailed check,Yes,No,DSL,Yes,Yes,Yes,No,No,No
2868,4086-WITJG,71,19.7,1301.1,1,Male,0,Yes,Yes,Two year,No,Credit card (automatic),Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2869,4086-YQSNZ,3,80.4,224.05,2,Female,1,Yes,No,Month-to-month,Yes,Electronic check,Yes,No,Fiber optic,No,No,No,No,Yes,No
2870,4088-YLDSU,55,104.15,5743.05,2,Male,0,Yes,No,One year,Yes,Electronic check,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
2871,4090-KPJIP,3,74.95,212.4,1,Female,0,No,No,Month-to-month,Yes,Electronic check,Yes,Yes,Fiber optic,No,No,No,No,No,No
2872,4091-TVOCN,48,78.75,3682.45,1,Male,0,No,Yes,One year,Yes,Credit card (automatic),Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes
2873,4092-OFQZS,20,20.65,417.5,1,Male,0,Yes,No,One year,No,Mailed check,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2874,4094-NSEDU,21,94.25,1973.75,2,Female,1,No,No,Month-to-month,Yes,Electronic check,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
2875,4097-YODCF,34,103.8,3470.8,1,Male,0,No,Yes,One year,Yes,Electronic check,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes
2876,4098-NAUKP,68,84.65,5683.6,1,Male,1,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No
2877,4102-HLENU,67,65.65,4322.85,1,Female,0,Yes,No,Two year,No,Mailed check,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No
2878,4102-OQUPX,1,74.4,74.4,2,Male,1,Yes,No,Month-to-month,Yes,Electronic check,Yes,Yes,Fiber optic,No,No,No,No,No,No
2879,4104-PVRPS,24,53.6,1315.35,1,Male,0,Yes,No,Month-to-month,No,Mailed check,Yes,No,DSL,Yes,No,No,Yes,No,No
2880,4106-HADHQ,39,80,3182.95,2,Male,0,Yes,Yes,One year,No,Credit card (automatic),Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes
2881,4109-CYRBD,29,51.6,1442,1,Male,1,Yes,No,Month-to-month,Yes,Electronic check,Yes,Yes,DSL,No,No,No,No,No,No
2882,4110-PFEUZ,1,69.55,69.55,2,Female,0,No,No,Month-to-month,No,Mailed check,Yes,No,Fiber optic,No,No,No,No,No,No
2883,4111-BNXIF,67,59.55,4103.9,1,Female,0,Yes,Yes,Two year,Yes,Electronic check,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes
2884,4112-LUEIZ,10,89.5,863.1,2,Male,0,No,No,Month-to-month,Yes,Electronic check,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
2885,4114-QMKVN,56,68.75,3815.4,1,Female,0,Yes,Yes,One year,No,Bank transfer (automatic),Yes,Yes,DSL,Yes,Yes,No,No,No,Yes
2886,4115-BNPJY,29,75.55,2054.4,1,Male,0,Yes,Yes,Two year,No,Mailed check,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes
2887,4115-NZRKS,7,89.15,574.35,1,Female,1,No,No,Month-to-month,Yes,Electronic check,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
2888,4115-UMJFQ,69,35.75,2492.25,1,Male,0,No,No,One year,Yes,Bank transfer (automatic),No,No phone service,DSL,No,Yes,Yes,No,No,No
2889,4116-IQRFR,4,24.1,73.1,1,Male,0,Yes,Yes,One year,No,Credit card (automatic),Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2890,4116-TZAQJ,9,74.25,639.65,2,Female,0,No,No,Month-to-month,Yes,Credit card (automatic),Yes,No,Fiber optic,Yes,No,No,No,No,No
2891,4118-CEVPF,35,110.8,3836.3,1,Female,1,No,No,One year,Yes,Bank transfer (automatic),Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
2892,4119-ZYPZY,71,106.8,7623.2,1,Male,1,No,No,Two year,Yes,Electronic check,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
2893,4121-AGSIN,58,24.5,1497.9,1,Female,0,Yes,Yes,One year,Yes,Credit card (automatic),Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2894,4123-DVHPH,9,88.05,801.3,1,Male,0,Yes,No,Month-to-month,Yes,Electronic check,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes
2895,4123-FCVCB,12,75.85,854.45,1,Female,0,No,No,One year,Yes,Mailed check,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes
2896,4124-MMETB,22,94.65,2104.55,2,Male,0,No,No,Month-to-month,Yes,Credit card (automatic),Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
2897,4128-ETESU,47,99.7,4747.2,1,Female,1,Yes,No,Month-to-month,No,Electronic check,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
2898,4129-LYCOI,67,104,7039.05,1,Female,0,No,Yes,Two year,Yes,Electronic check,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
2899,4130-MZLCC,5,50.55,244.75,1,Female,0,No,No,Month-to-month,No,Bank transfer (automatic),Yes,No,DSL,No,Yes,No,No,No,No
2900,4132-KALRO,4,100.85,399.25,1,Female,0,No,No,Month-to-month,Yes,Mailed check,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
2901,4132-POCZS,52,39.9,2020.9,1,Male,0,Yes,No,Month-to-month,Yes,Electronic check,No,No phone service,DSL,Yes,No,No,No,No,Yes
2902,4134-BSXLX,28,60.9,1785.65,1,Male,0,Yes,No,Month-to-month,No,Mailed check,Yes,No,DSL,Yes,Yes,No,Yes,No,No
2903,4135-FRWKJ,55,76.25,4154.55,1,Female,1,Yes,Yes,One year,No,Electronic check,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No
